day: 0, date: 2009-03-04, price: 1.2633, Account Balance: 10000, in play: 0, total: 10000
day: 38, date: 2009-04-11, price: 1.31845, Account Balance: 9555.467991157528, in play: 438.7365516560863, total: 9994.204542813613
day: 39, date: 2009-04-12, price: 1.31535, Account Balance: 9412.135971290165, in play: 580.6999852503841, total: 9992.835956540548
day: 40, date: 2009-04-13, price: 1.3375, Account Balance: 9270.953931720813, in play: 734.0382470037614, total: 10004.992178724575
day: 41, date: 2009-04-14, price: 1.32675, Account Balance: 9691.71314386569, in play: 292.09086778056644, total: 9983.804011646258
day: 42, date: 2009-04-15, price: 1.32215, Account Balance: 9546.337446707705, in play: 435.94981634332476, total: 9982.28726305103
day: 43, date: 2009-04-16, price: 1.31855, Account Balance: 9550.186506053953, in play: 434.3026553840484, total: 9984.489161438001
day: 44, date: 2009-04-17, price: 1.3043, Account Balance: 9406.933708463144, in play: 571.313622778891, total: 9978.247331242035
day: 45, date: 2009-04-18, price: 1.3043, Account Balance: 9837.287679018793, in play: 149.80641135561612, total: 9987.094090374409
day: 46, date: 2009-04-19, price: 1.3007, Account Balance: 9689.72836383351, in play: 296.5449670411301, total: 9986.273330874641
day: 47, date: 2009-04-20, price: 1.2904, Account Balance: 9544.382438376007, in play: 438.3916411780086, total: 9982.774079554016
day: 48, date: 2009-04-21, price: 1.29355, Account Balance: 9694.098354221718, in play: 292.5331863621278, total: 9986.631540583847
day: 49, date: 2009-04-22, price: 1.30075, Account Balance: 9548.686878908393, in play: 440.38229575536025, total: 9989.069174663753
day: 50, date: 2009-04-23, price: 1.3125, Account Balance: 9405.456575724767, in play: 588.884517476394, total: 9994.341093201161
day: 51, date: 2009-04-24, price: 1.32395, Account Balance: 9548.427852217628, in play: 440.4049602053201, total: 9988.832812422948
day: 52, date: 2009-04-25, price: 1.32395, Account Balance: 9684.37361682593, in play: 294.15380916058086, total: 9978.527425986511
day: 53, date: 2009-04-26, price: 1.32185, Account Balance: 9539.10801257354, in play: 438.72242276516033, total: 9977.830435338701
day: 54, date: 2009-04-27, price: 1.3023, Account Balance: 9396.021392384937, in play: 573.204158292307, total: 9969.225550677244
day: 55, date: 2009-04-28, price: 1.3131, Account Balance: 9687.004429890296, in play: 294.21520506969057, total: 9981.219634959987
day: 56, date: 2009-04-29, price: 1.32655, Account Balance: 9541.699363441941, in play: 444.02224977706396, total: 9985.721613219006
day: 57, date: 2009-04-30, price: 1.3244, Account Balance: 9832.869379619036, in play: 149.49643858473522, total: 9982.365818203773
day: 58, date: 2009-05-01, price: 1.32705, Account Balance: 9685.37633892475, in play: 297.58372733103636, total: 9982.960066255788
day: 59, date: 2009-05-02, price: 1.32705, Account Balance: 9540.09569384088, in play: 442.8643724149076, total: 9982.960066255788
day: 60, date: 2009-05-03, price: 1.32873, Account Balance: 9396.994258433268, in play: 586.7076205327742, total: 9983.701878966041
day: 61, date: 2009-05-04, price: 1.3415, Account Balance: 9256.039344556768, in play: 734.6558668127009, total: 9990.695211369468
day: 62, date: 2009-05-05, price: 1.33035, Account Balance: 9690.46740202324, in play: 287.47079070315647, total: 9977.938192726397
day: 63, date: 2009-05-06, price: 1.33, Account Balance: 9545.110390992892, in play: 432.713929646756, total: 9977.824320639647
day: 64, date: 2009-05-07, price: 1.3386, Account Balance: 9401.933735127997, in play: 579.6143892976645, total: 9981.548124425663
day: 65, date: 2009-05-08, price: 1.3639, Account Balance: 9260.904729101077, in play: 734.2638031399974, total: 9995.168532241074
day: 66, date: 2009-05-09, price: 1.3639, Account Balance: 9838.01948089253, in play: 149.81755554658673, total: 9987.837036439116
day: 67, date: 2009-05-10, price: 1.36315, Account Balance: 9690.449188679142, in play: 297.22431605983536, total: 9987.673504738977
day: 68, date: 2009-05-11, price: 1.3584, Account Balance: 9545.092450848955, in play: 441.0388464983359, total: 9986.13129734729
day: 69, date: 2009-05-12, price: 1.36765, Account Balance: 9401.916064086221, in play: 588.1934362260768, total: 9990.109500312297
day: 70, date: 2009-05-13, price: 1.354, Account Balance: 9260.887323124927, in play: 721.9440850449304, total: 9982.831408169857
day: 71, date: 2009-05-14, price: 1.3631, Account Balance: 9121.974013278053, in play: 866.6430686684037, total: 9988.617081946457
day: 72, date: 2009-05-15, price: 1.34945, Account Balance: 8985.144403078883, in play: 993.4239648579328, total: 9978.568367936816
day: 73, date: 2009-05-16, price: 1.34945, Account Balance: 9564.204600152689, in play: 426.3273394596189, total: 9990.531939612307
day: 74, date: 2009-05-17, price: 1.3453, Account Balance: 9420.7415311504, in play: 568.0381166429333, total: 9988.779647793333
day: 75, date: 2009-05-18, price: 1.355, Account Balance: 9279.430408183143, in play: 714.4638516849823, total: 9993.894259868126
day: 76, date: 2009-05-19, price: 1.3643, Account Balance: 9140.238952060396, in play: 859.5143442377014, total: 9999.753296298097
day: 77, date: 2009-05-20, price: 1.3783, Account Balance: 9422.001388148015, in play: 573.2197797981, total: 9995.221167946116
day: 78, date: 2009-05-21, price: 1.39405, Account Balance: 9832.765822583897, in play: 151.4486196116648, total: 9984.214442195562
day: 79, date: 2009-05-22, price: 1.39955, Account Balance: 9831.080419605167, in play: 150.3025487173833, total: 9981.38296832255
day: 80, date: 2009-05-23, price: 1.39955, Account Balance: 9683.61421331109, in play: 297.7687550114608, total: 9981.38296832255
day: 81, date: 2009-05-24, price: 1.40255, Account Balance: 9538.360000111423, in play: 443.97260838449245, total: 9982.332608495915
day: 82, date: 2009-05-25, price: 1.4009, Account Balance: 9395.284600109751, in play: 586.3573882914526, total: 9981.641988401205
day: 83, date: 2009-05-26, price: 1.3992, Account Balance: 9254.355331108105, in play: 726.4040908590933, total: 9980.7594219672
day: 84, date: 2009-05-27, price: 1.38315, Account Balance: 9115.540001141484, in play: 855.2946268689877, total: 9970.834628010472
day: 85, date: 2009-05-28, price: 1.39475, Account Balance: 9678.363125337395, in play: 298.40937783994866, total: 9976.772503177344
day: 86, date: 2009-05-29, price: 1.41565, Account Balance: 9533.187678457334, in play: 450.23183876313436, total: 9983.419517220469
day: 87, date: 2009-05-30, price: 1.41565, Account Balance: 9822.27601591094, in play: 149.57780734889758, total: 9971.853823259838
day: 88, date: 2009-05-31, price: 1.41041, Account Balance: 9674.941875672275, in play: 295.81293398578237, total: 9970.754809658058
day: 89, date: 2009-06-01, price: 1.41805, Account Balance: 9529.81774753719, in play: 443.32555848334516, total: 9973.143306020536
day: 90, date: 2009-06-02, price: 1.42885, Account Balance: 9386.870481324133, in play: 590.7379327720852, total: 9977.608414096218
day: 91, date: 2009-06-03, price: 1.4142, Account Balance: 9387.145767387849, in play: 580.6527731819466, total: 9967.798540569795
day: 92, date: 2009-06-04, price: 1.41675, Account Balance: 9385.702071210935, in play: 583.1460705445946, total: 9968.84814175553
day: 93, date: 2009-06-05, price: 1.3965, Account Balance: 9244.91654014277, in play: 713.5842467988125, total: 9958.500786941584
day: 94, date: 2009-06-06, price: 1.3965, Account Balance: 9820.559766819551, in play: 149.55167157593226, total: 9970.111438395485
day: 95, date: 2009-06-07, price: 1.39745, Account Balance: 9673.251370317259, in play: 297.0620137027686, total: 9970.313384020028
day: 96, date: 2009-06-08, price: 1.39285, Account Balance: 9528.1525997625, in play: 440.7053192265176, total: 9968.857918989017
day: 97, date: 2009-06-09, price: 1.4062, Account Balance: 9385.230310766063, in play: 589.2214830621527, total: 9974.451793828215
day: 98, date: 2009-06-10, price: 1.3988, Account Balance: 9244.451856104572, in play: 726.1583792403875, total: 9970.610235344959
day: 99, date: 2009-06-11, price: 1.41245, Account Balance: 9105.785078263003, in play: 873.2644360311759, total: 9979.049514294178
day: 100, date: 2009-06-12, price: 1.4015, Account Balance: 9541.816329652976, in play: 423.42271933996483, total: 9965.239048992942
day: 101, date: 2009-06-13, price: 1.4015, Account Balance: 9398.689084708181, in play: 566.5499642847594, total: 9965.23904899294
day: 102, date: 2009-06-14, price: 1.39763, Account Balance: 9257.708748437559, in play: 705.576577927377, total: 9963.285326364936
day: 103, date: 2009-06-15, price: 1.37737, Account Balance: 9260.468612876111, in play: 692.628704777446, total: 9953.097317653557
day: 104, date: 2009-06-16, price: 1.38143, Account Balance: 9818.526453780765, in play: 149.96144162310907, total: 9968.487895403874
day: 105, date: 2009-06-17, price: 1.39681, Account Balance: 9671.248556974053, in play: 300.54862013432296, total: 9971.797177108376
day: 106, date: 2009-06-18, price: 1.3908, Account Balance: 9818.990005771588, in play: 148.88439928616665, total: 9967.874405057755
day: 107, date: 2009-06-19, price: 1.3938, Account Balance: 9671.705155685015, in play: 296.8080958985661, total: 9968.513251583581
day: 108, date: 2009-06-20, price: 1.3938, Account Balance: 9526.629578349739, in play: 441.8836732338413, total: 9968.51325158358
day: 109, date: 2009-06-21, price: 1.39355, Account Balance: 9383.730134674493, in play: 584.6782268393305, total: 9968.408361513824
day: 110, date: 2009-06-22, price: 1.3849, Account Balance: 9242.974182654376, in play: 720.9312865002685, total: 9963.905469154644
day: 111, date: 2009-06-23, price: 1.4069, Account Balance: 9104.32956991456, in play: 873.2307983543031, total: 9977.560368268863
day: 112, date: 2009-06-24, price: 1.39415, Account Balance: 9245.556322740984, in play: 717.6262251301494, total: 9963.182547871133
day: 113, date: 2009-06-25, price: 1.40092, Account Balance: 9106.87297789987, in play: 860.4678139110879, total: 9967.340791810957
day: 114, date: 2009-06-26, price: 1.4053, Account Balance: 8970.26988323137, in play: 1000.1882675862234, total: 9970.458150817594
day: 115, date: 2009-06-27, price: 1.4053, Account Balance: 8835.7158349829, in play: 1134.742315834694, total: 9970.458150817594
day: 116, date: 2009-06-28, price: 1.40695, Account Balance: 8703.180097458157, in play: 1268.7659981314032, total: 9971.94609558956
day: 117, date: 2009-06-29, price: 1.40691, Account Balance: 8572.632395996285, in play: 1399.2739166955296, total: 9971.906312691814
day: 118, date: 2009-06-30, price: 1.4098, Account Balance: 8444.04291005634, in play: 1531.0018587084398, total: 9975.04476876478
day: 119, date: 2009-07-01, price: 1.41447, Account Balance: 8876.344044742564, in play: 1095.8745149928468, total: 9972.218559735411
day: 120, date: 2009-07-02, price: 1.39596, Account Balance: 8888.6215979673, in play: 1065.6853152581011, total: 9954.3069132254
day: 121, date: 2009-07-03, price: 1.39792, Account Balance: 8886.876827285223, in play: 1068.92881295846, total: 9955.805640243683
day: 122, date: 2009-07-04, price: 1.39792, Account Balance: 8753.573674875945, in play: 1202.2319653677382, total: 9955.805640243683
day: 123, date: 2009-07-05, price: 1.39573, Account Balance: 8622.270069752805, in play: 1331.4464359914962, total: 9953.716505744302
day: 124, date: 2009-07-06, price: 1.39914, Account Balance: 8492.936018706514, in play: 1464.349416172219, total: 9957.285434878733
day: 125, date: 2009-07-07, price: 1.38957, Account Balance: 8365.541978425916, in play: 1580.8560649993142, total: 9946.39804342523
day: 126, date: 2009-07-08, price: 1.38615, Account Balance: 9023.684668267031, in play: 923.6597629517228, total: 9947.344431218753
day: 127, date: 2009-07-09, price: 1.4009, Account Balance: 9024.302059469133, in play: 935.7755339551302, total: 9960.077593424263
day: 128, date: 2009-07-10, price: 1.39351, Account Balance: 9022.861647658969, in play: 929.3626969837607, total: 9952.22434464273
day: 129, date: 2009-07-11, price: 1.39351, Account Balance: 8887.518722944083, in play: 1064.7056216986452, total: 9952.22434464273
day: 130, date: 2009-07-12, price: 1.39712, Account Balance: 8754.205942099923, in play: 1201.1219657990296, total: 9955.327907898953
day: 131, date: 2009-07-13, price: 1.40015, Account Balance: 8622.892852968424, in play: 1335.324769641104, total: 9958.217622609527
day: 132, date: 2009-07-14, price: 1.39787, Account Balance: 8493.549460173897, in play: 1462.2831012562187, total: 9955.832561430116
day: 133, date: 2009-07-15, price: 1.40908, Account Balance: 8366.14621827129, in play: 1602.4345843449246, total: 9968.580802616214
day: 134, date: 2009-07-16, price: 1.41309, Account Balance: 8635.778010179076, in play: 1326.7054110494407, total: 9962.483421228517
day: 135, date: 2009-07-17, price: 1.40986, Account Balance: 9279.324971444914, in play: 669.4619280452787, total: 9948.786899490193
day: 136, date: 2009-07-18, price: 1.40986, Account Balance: 9140.13509687324, in play: 808.6518026169524, total: 9948.786899490193
day: 137, date: 2009-07-19, price: 1.41333, Account Balance: 9003.033070420142, in play: 948.0815536575087, total: 9951.11462407765
day: 138, date: 2009-07-20, price: 1.42075, Account Balance: 8992.198061123789, in play: 961.3532739756495, total: 9953.551335099439
day: 139, date: 2009-07-21, price: 1.41972, Account Balance: 9123.85344018793, in play: 829.0963894870772, total: 9952.949829675006
day: 140, date: 2009-07-22, price: 1.42008, Account Balance: 8986.995638585111, in play: 966.1991291824725, total: 9953.194767767583
day: 141, date: 2009-07-23, price: 1.41609, Account Balance: 8852.190704006334, in play: 1097.9105716943182, total: 9950.101275700652
day: 142, date: 2009-07-24, price: 1.42006, Account Balance: 8719.407843446239, in play: 1234.1436740653505, total: 9953.551517511589
day: 143, date: 2009-07-25, price: 1.42006, Account Balance: 8588.616725794545, in play: 1364.9347917170442, total: 9953.551517511589
day: 144, date: 2009-07-26, price: 1.41913, Account Balance: 8459.787474907627, in play: 1492.785773686014, total: 9952.57324859364
day: 145, date: 2009-07-27, price: 1.4244, Account Balance: 8332.890662784013, in play: 1625.6973464215644, total: 9958.588009205578
day: 146, date: 2009-07-28, price: 1.41451, Account Balance: 8610.968653350536, in play: 1335.4114459192117, total: 9946.380099269747
day: 147, date: 2009-07-29, price: 1.40137, Account Balance: 8481.804123550277, in play: 1450.9708910463653, total: 9932.775014596642
day: 148, date: 2009-07-30, price: 1.40831, Account Balance: 9392.574433311418, in play: 549.6230149560234, total: 9942.197448267441
day: 149, date: 2009-07-31, price: 1.42555, Account Balance: 9251.685816811747, in play: 698.9646144823696, total: 9950.650431294116
day: 150, date: 2009-08-01, price: 1.42555, Account Balance: 9388.444629771957, in play: 553.8204136247753, total: 9942.265043396732
day: 151, date: 2009-08-02, price: 1.42873, Account Balance: 9247.617960325377, in play: 696.1966448013302, total: 9943.814605126707
day: 152, date: 2009-08-03, price: 1.44065, Account Balance: 9511.934855315203, in play: 432.86431835094265, total: 9944.799173666146
day: 153, date: 2009-08-04, price: 1.44147, Account Balance: 9645.835761076576, in play: 293.11795318723557, total: 9938.953714263811
day: 154, date: 2009-08-05, price: 1.4408, Account Balance: 9501.148224660428, in play: 437.60199617096157, total: 9938.750220831389
day: 155, date: 2009-08-06, price: 1.43683, Account Balance: 9358.631001290521, in play: 578.5207511194512, total: 9937.151752409973
day: 156, date: 2009-08-07, price: 1.41804, Account Balance: 9218.251536271164, in play: 709.4988707734922, total: 9927.750407044656
day: 157, date: 2009-08-08, price: 1.41804, Account Balance: 9637.222676739195, in play: 290.5277303054609, total: 9927.750407044656
day: 158, date: 2009-08-09, price: 1.41917, Account Balance: 9492.664336588106, in play: 435.43277947718013, total: 9928.097116065286
day: 159, date: 2009-08-10, price: 1.41289, Account Balance: 9350.274371539284, in play: 575.2658085453768, total: 9925.540180084661
day: 160, date: 2009-08-11, price: 1.41507, Account Balance: 9354.281128215773, in play: 575.3573012102032, total: 9929.638429425975
day: 161, date: 2009-08-12, price: 1.42157, Account Balance: 9213.966911292537, in play: 718.9588925162387, total: 9932.925803808776
day: 162, date: 2009-08-13, price: 1.42718, Account Balance: 9075.757407623149, in play: 860.5510749862495, total: 9936.308482609398
day: 163, date: 2009-08-14, price: 1.42011, Account Balance: 9078.516122409146, in play: 850.6757767942099, total: 9929.191899203357
day: 164, date: 2009-08-15, price: 1.42011, Account Balance: 8942.338380573008, in play: 986.8535186303471, total: 9929.191899203355
day: 165, date: 2009-08-16, price: 1.41677, Account Balance: 8808.203304864413, in play: 1118.3521070914107, total: 9926.555411955824
day: 166, date: 2009-08-17, price: 1.41055, Account Balance: 8676.080255291447, in play: 1244.9852355943, total: 9921.065490885747
day: 167, date: 2009-08-18, price: 1.41271, Account Balance: 8683.703583924998, in play: 1242.4835446601098, total: 9926.187128585108
